station_id,station_name,lat,lng,state,primary_neighbourhood,secondary_neighborhood
2533633,Indiana Ave & 103rd St,41.7071655,-87.61839216666667,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2119259,Dauphin Ave & 103rd St,41.70731216666667,-87.6077295,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
493886,Vernon Ave & 107th St,41.70025433333333,-87.61234616666667,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
519117,Halsted St & 104th St,41.70500216666667,-87.64235616666667,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
894204,Michigan Ave & 114th St,41.68700566666666,-87.62117916666666,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
476129,Wentworth Ave & 104th St,41.70536533333333,-87.62890533333334,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
5879447,Chicago State University,41.718984,-87.60836633333334,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
5874413,S Wentworth Ave & W 111th St,41.69,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9730015,Michigan Ave & 113th St,41.69,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10092343,Michigan Ave & 96th St,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10074962,Lafayette Ave & 95th St,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9733152,Michigan Ave & 110th St,41.69,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10087948,Michigan Ave & 102nd St,41.71,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9624792,Perry Ave & 108th Pl,41.7,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10232689,Calumet Ave & 103rd St,41.71,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10357345,Wallace St & 112 St,41.69,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
10306610,Harvard Ave & 103rd St,41.71,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
13180770,Wentworth Ave & 103rd St,41.71,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12943174,Abbott Park,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12842984,Public Rack - Michigan Ave & 107th St,41.7,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12548024,Public Rack - Perry Ave & 111th St,41.69,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
13131166,Public Rack - Normal Ave & 111th St,41.69,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12980374,Public Rack - Halsted St & 109th St,41.7,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
13143627,Public Rack - Union Ave & 111th St,41.69,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
13115141,Public Rack - Halsted St & 113th St,41.69,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12888667,Eggleston Ave & 114th St,41.69,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9482236,Eggleston Ave & 115th St,41.69,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9455811,Langley Ave & 105th Pl,41.7,-87.61,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
9194560,Lawrence Ave & 103rd St,41.71,-87.61,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
14139098,Public Rack - Lafayette Ave & 95th St,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
14118061,Public Rack - Michigan Ave & 96th St,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
13994510,Public Rack - Eggleston Ave & 115th St,41.69,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
11244109,Public Rack - Michigan Ave & 113th St,41.69,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
11354719,Public Rack - Perry Ave & 108th Pl,41.7,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12391804,Public Rack - Wentworth Ave & 103rd St,41.71,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12441520,Public Rack - Halsted St & 111th St,41.69,-87.64,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
12425709,Public Rack - Abbott Park,41.72,-87.62,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
11780654,Public Rack - Harvard Ave & 103rd St,41.71,-87.63,Illinois,Roseland,"WASHINGTON HEIGHTS,ROSELAND"
2360648,Cottage Grove Ave & 111th Pl,41.6916825,-87.60996666666666,Illinois,Pullman,PULLMAN
492156,Greenwood Ave & 97th St,41.7187315,-87.59698966666667,Illinois,Pullman,PULLMAN
8418023,Woodlawn & 103rd - Olive Harvey Vaccination Site,41.71,-87.59,Illinois,Pullman,PULLMAN
7023450,Maryland Ave & 104th St,41.71,-87.6,Illinois,Pullman,PULLMAN
3260841,Doty Ave & 111th St,41.6950495,-87.59877016666667,Illinois,Pullman,PULLMAN
5634650,Olive Harvey College,41.709526,-87.590236,Illinois,Pullman,PULLMAN
10074239,Cottage Grove Ave & 111th St,41.69,-87.61,Illinois,Pullman,PULLMAN
9524028,Pullman - Walmart,41.7,-87.6,Illinois,Pullman,PULLMAN
9843846,Cottage Grove Ave & 98th St,41.72,-87.6,Illinois,Pullman,PULLMAN
10082170,Pullman - Planet Fitness,41.7,-87.6,Illinois,Pullman,PULLMAN
10227353,Martin Luther King Dr & 111th St,41.69,-87.61,Illinois,Pullman,PULLMAN
10343369,Public Rack - King Dr & 115th St,41.69,-87.61,Illinois,Pullman,PULLMAN
10770453,Pullman - Ross Dress for Less,41.7,-87.6,Illinois,Pullman,PULLMAN
10342954,Stony Island & 95th St,41.72,-87.59,Illinois,Pullman,PULLMAN
9486061,Corliss Ave & 103rd St,41.71,-87.6,Illinois,Pullman,PULLMAN
14095366,Public Rack - Pullman - Walmart,41.7,-87.6,Illinois,Pullman,PULLMAN
14089411,Public Rack - Pullman - Planet Fitness,41.7,-87.6,Illinois,Pullman,PULLMAN
14080809,Public Rack - Cottage Grove Ave & 98th St,41.72,-87.6,Illinois,Pullman,PULLMAN
2361948,Oglesby Ave & 100th St,41.713397,-87.565841,Illinois,South Deering,SOUTHEAST SIDE
779041,Constance Ave & 95th St,41.72206666666666,-87.57896733333334,Illinois,South Deering,SOUTHEAST SIDE
805779,Torrence Ave & 106th St,41.7028,-87.559726,Illinois,South Deering,SOUTHEAST SIDE
482427,Big Marsh Park,41.68586233333333,-87.5737605,Illinois,South Deering,SOUTHEAST SIDE
2734556,Bradley Park,41.71792966666667,-87.56461066666667,Illinois,South Deering,SOUTHEAST SIDE
5398403,Commercial Ave & 100th St,41.71330583333334,-87.55117416666667,Illinois,South Deering,SOUTHEAST SIDE
10064834,Oglesby Ave & 95th St,41.72,-87.57,Illinois,South Deering,SOUTHEAST SIDE
9737032,Oglesby Ave & 105th St,41.71,-87.57,Illinois,South Deering,SOUTHEAST SIDE
10392233,Bensley Ave & 103rd St,41.71,-87.56,Illinois,South Deering,SOUTHEAST SIDE
10494477,Torrence Ave  & 106th St,41.7,-87.56,Illinois,South Deering,SOUTHEAST SIDE
12522264,Torrence Ave & 103rd St,41.71,-87.56,Illinois,South Deering,SOUTHEAST SIDE
8754508,Bennett Ave & 96th St,41.72,-87.58,Illinois,South Deering,SOUTHEAST SIDE
9248179,10101 S Stony Island Ave,41.71,-87.58,Illinois,South Deering,SOUTHEAST SIDE
9088037,Pullman Community Center,41.7,-87.59,Illinois,South Deering,SOUTHEAST SIDE
13809038,Orville T Bright School,41.7,-87.56,Illinois,South Deering,SOUTHEAST SIDE
14045290,Public Rack - Yates Ave & 100th St,41.71,-87.56,Illinois,South Deering,SOUTHEAST SIDE
14133197,Public Rack - Pullman Community Center,41.7,-87.59,Illinois,South Deering,SOUTHEAST SIDE
12261990,Public Rack - Bensley Ave & 103rd St,41.71,-87.56,Illinois,South Deering,SOUTHEAST SIDE
940422,Greenwood Ave & 91st St,41.7287195,-87.59726583333334,Illinois,Burnside,"CHATHAM,BURNSIDE"
9545022,Cottage Grove Ave & 91st St,41.73,-87.6,Illinois,Burnside,"CHATHAM,BURNSIDE"
10885541,Cottage Grove Ave & 89th Pl,41.73,-87.6,Illinois,Burnside,"CHATHAM,BURNSIDE"
13123729,Cottage Grove Ave & 92nd St,41.73,-87.6,Illinois,Burnside,"CHATHAM,BURNSIDE"
12462169,Public Rack - Cottage Grove Ave & 92nd St,41.73,-87.6,Illinois,Burnside,"CHATHAM,BURNSIDE"
996052,Major Taylor Trail & 115th St,41.68496716666667,-87.6453465,Illinois,West Pullman,WEST PULLMAN
517266,State St & 123rd St,41.670677,-87.62279333333333,Illinois,West Pullman,WEST PULLMAN
958216,Major Taylor Trail & 124th St,41.668712166666666,-87.63722966666667,Illinois,West Pullman,WEST PULLMAN
24579,S Michigan Ave & E 118th St,41.68,-87.62,Illinois,West Pullman,WEST PULLMAN
9762828,Stewart Ave & 123rd St,41.67,-87.63,Illinois,West Pullman,WEST PULLMAN
9544833,Parnell Ave & 119th St,41.68,-87.63,Illinois,West Pullman,WEST PULLMAN
10581197,Michigan Ave & 119th St,41.68,-87.62,Illinois,West Pullman,WEST PULLMAN
10343573,Harvard Ave & 119th St,41.68,-87.63,Illinois,West Pullman,WEST PULLMAN
12604687,Ada St & 117th St,41.68,-87.66,Illinois,West Pullman,WEST PULLMAN
13134936,Lafayette Ave & 119th St,41.68,-87.62,Illinois,West Pullman,WEST PULLMAN
13131069,Yale Ave & 119th St,41.68,-87.63,Illinois,West Pullman,WEST PULLMAN
13102739,Ada St & 119th St,41.68,-87.65,Illinois,West Pullman,WEST PULLMAN
9321321,Public Rack - Wallace St & 119th St,41.68,-87.64,Illinois,West Pullman,WEST PULLMAN
11409287,Public Rack - Stewart Ave & 123rd St,41.67,-87.63,Illinois,West Pullman,WEST PULLMAN
12419362,Public Rack - Michigan Ave & 119th St,41.68,-87.62,Illinois,West Pullman,WEST PULLMAN
1003714,Burnham Greenway & 105th St,41.70462216666667,-87.5284175,Illinois,East Side,SOUTHEAST SIDE
552079,Ewing Ave & Burnham Greenway,41.712712833333335,-87.53458616666667,Illinois,East Side,SOUTHEAST SIDE
3949610,Avenue L & 114th St,41.69,-87.54,Illinois,East Side,SOUTHEAST SIDE
4099155,Calumet Park,41.71371916666666,-87.53080833333334,Illinois,East Side,SOUTHEAST SIDE
11994815,Burnham Greenway & 112th St,41.69177385116831,-87.53043115139008,Illinois,East Side,SOUTHEAST SIDE
9551591,Ewing Ave & 99th St,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
9778463,Ewing Ave & 106th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
10033633,Mackinaw Ave & 108th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
10695362,Ewing Ave & 105th St,41.7,-87.53,Illinois,East Side,SOUTHEAST SIDE
10533457,Ewing Ave & 96th St,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
10691277,Avenue J & 102nd St,41.71,-87.53,Illinois,East Side,SOUTHEAST SIDE
10819433,Ewing Ave & Indianapolis Ave,41.71,-87.54,Illinois,East Side,SOUTHEAST SIDE
10676881,Mackinaw Ave & 106th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
10357569,Avenue J & 106th St,41.7,-87.53,Illinois,East Side,SOUTHEAST SIDE
10295769,Ewing Ave & 101st St,41.71,-87.54,Illinois,East Side,SOUTHEAST SIDE
13109364,Ewing Ave & 112th St,41.69,-87.54,Illinois,East Side,SOUTHEAST SIDE
12664922,Public Rack - Ewing Ave & 106th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
12517595,Public Rack - Ave N & 106th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
13179995,Public Rack - Ewing Ave & 107th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
8798564,Public Rack - Ave L & 105th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
8799223,Public Rack - Ewing Ave & 95th St,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
14079695,Public Rack - Ewing Ave & 96th St N,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
14339872,Public Rack - Ewing Ave & 101st St,41.71,-87.54,Illinois,East Side,SOUTHEAST SIDE
14120685,Public Rack - Ewing Ave & 105th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
11261596,Public Rack - Ewing Ave & 102nd St,41.71,-87.54,Illinois,East Side,SOUTHEAST SIDE
11257791,Public Rack - Mackinaw Ave & 106th St,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
12426346,Public Rack - Ewing Ave & 106th St NW,41.7,-87.54,Illinois,East Side,SOUTHEAST SIDE
12441128,Public Rack - Avenue J & 106th St,41.7,-87.53,Illinois,East Side,SOUTHEAST SIDE
11860772,Public Rack - Ewing Ave & 96th St S,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
11833738,Public Rack - Avenue J & 102nd St,41.71,-87.53,Illinois,East Side,SOUTHEAST SIDE
11777082,Public Rack - Ewing Ave & 99th St,41.72,-87.54,Illinois,East Side,SOUTHEAST SIDE
492673,Halsted St & 111th St,41.69228966666667,-87.64269866666666,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
2772319,Hale Ave & 107th St,41.699202,-87.66887216666667,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
2762739,Homewood Ave & 115th St,41.68457033333333,-87.6708795,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
2744576,Ada St & 113th St,41.68753483333333,-87.6552665,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
2756903,Western Ave & 111th St,41.691211,-87.68124266666666,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
9736845,111th St - Morgan Park Metra,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
9729478,Homewood Ave & Monterey Ave,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10092989,Hoyne Ave & 110th Pl,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10124126,Rockwell & 111th St,41.69,-87.69,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10079867,Western Ave & 118th St,41.68,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10324977,Longwood Dr & 111th St,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10543020,Western Ave & 111th St - NW,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10687306,Western Ave & 111th St - SE,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
10731052,Western Ave & 111th St - SW,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
13205921,Hale Ave & 111th St,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
12661305,Public Rack - Western Ave & 110th St,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
9015598,Western Ave & 116th St,41.68,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14136056,Public Rack - Hoyne Ave & 110th Pl,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14097075,Public Rack - Rockwell & 111th St,41.69,-87.69,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14165159,Public Rack - Racine Ave & 109th Pl,41.69,-87.65,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14077795,Public Rack - Western Ave & 111th St - SW,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14356814,Public Rack - Throop St & 109th Pl,41.69,-87.65,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14097137,Public Rack - 111th St - Morgan Park Metra,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
13758228,Public Rack - Western Ave & 111th St - NW,41.69,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
14083150,Public Rack - Western Ave & 118th St,41.68,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
11051476,Public Rack - Western Ave & 116th St,41.68,-87.68,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
12279657,Public Rack - Longwood Dr & 111th St,41.69,-87.67,Illinois,Morgan Park,"MOUNT GREENWOOD,MORGAN PARK"
569357,Avenue O & 134th St,41.651867,-87.539671,Illinois,Hegewisch,SOUTHEAST SIDE
559947,Torrence Ave & 126th Pl,41.66628516666667,-87.55710416666666,Illinois,Hegewisch,SOUTHEAST SIDE
993026,Avenue O & 118th St,41.68100983333333,-87.538001,Illinois,Hegewisch,SOUTHEAST SIDE
2743725,Commercial Ave & 130th St,41.6591145,-87.55078466666667,Illinois,Hegewisch,SOUTHEAST SIDE
248941,Hegewisch Metra Station,41.6485,-87.546089,Illinois,Hegewisch,SOUTHEAST SIDE
9639710,Avenue J & 112th St,41.69,-87.53,Illinois,Hegewisch,SOUTHEAST SIDE
9512727,Avenue M & 132nd St,41.66,-87.54,Illinois,Hegewisch,SOUTHEAST SIDE
10686765,Baltimore Ave & 132nd St,41.66,-87.55,Illinois,Hegewisch,SOUTHEAST SIDE
10606018,Buffalo Ave & 133rd St,41.65,-87.54,Illinois,Hegewisch,SOUTHEAST SIDE
10607460,Baltimore Ave & 133rd St,41.65,-87.55,Illinois,Hegewisch,SOUTHEAST SIDE
12200416,Public Rack - Baltimore Ave & 132nd St,41.66,-87.55,Illinois,Hegewisch,SOUTHEAST SIDE
11884919,Public Rack - Buffalo Ave & 133rd St,41.65,-87.54,Illinois,Hegewisch,SOUTHEAST SIDE
11793322,Public Rack - Houston Ave & 131st St,41.66,-87.55,Illinois,Hegewisch,SOUTHEAST SIDE
11776986,Public Rack - Avenue J & 112th St,41.69,-87.53,Illinois,Hegewisch,SOUTHEAST SIDE
992593,Eberhart Ave & 131st St,41.657947666666665,-87.61076616666666,Illinois,Riverdale,RIVERDALE
3897815,Altgeld Gardens,41.6570855,-87.5988655,Illinois,Riverdale,RIVERDALE
10092411,Champlain Ave & 134th St,41.66,-87.61,Illinois,Riverdale,RIVERDALE
9470803,Ellis Ave & 132nd Pl,41.66,-87.6,Illinois,Riverdale,RIVERDALE
9128286,Corliss Ave & 133rd St,41.65,-87.6,Illinois,Riverdale,RIVERDALE
11860669,Public Rack - Ellis Ave & Doty Ave,41.66,-87.6,Illinois,Riverdale,RIVERDALE
2743312,Lawndale Ave & 111th St,41.691305,-87.71281766666667,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
5425726,Kedzie Ave & 110th St,41.6924035,-87.70094716666667,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
4034080,Kedzie Ave & 104th St,41.7,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
8429189,W 103rd St & S Avers Ave,41.71,-87.72,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
9577566,Sawyer Ave & 111th St,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
9792738,Albany Ave & 111th St - NW,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
10243583,Troy & 111th St,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
10485789,Mt Greenwood Library - South,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
10444374,Mt Greenwood Library - North,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
13129820,Homan Ave & 111th St,41.69,-87.71,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
13139148,Trumbull Ave & 111th St,41.69,-87.71,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
13111775,Christiana Ave & 111th St,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
14094256,Public Rack - Homan Ave & 111th St,41.69,-87.71,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
14076060,Public Rack - Troy & 111th St,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
13839819,Public Rack - Mt Greenwood Library N,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
10980643,Public Rack - Albany Ave & 111th St - NW,41.69,-87.7,Illinois,Mount Greenwood,"MOUNT GREENWOOD,MORGAN PARK"
4331052,Lavergne & Fullerton,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
4446413,Long Ave & Belden Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
4413492,Meade Ave & Diversey Ave,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
4761750,Parkside Ave & Armitage Ave,41.92,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
4836074,Central Ave & Parker Ave,41.93,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
7542198,Mulligan Ave & Wellington Ave,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
7454615,351,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
8027668,Lockwood Ave & Wrightwood Ave,41.93,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
8171228,Lamon Ave & Armitage Ave,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
3362734,Narragansett & Wrightwood,41.93,-87.79,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
3762339,Narragansett & McLean,41.92,-87.79,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
12121403,Fullerton & Monitor,41.92,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10084546,Central Ave & George St,41.93,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9735226,Narragansett Ave & Fullerton Ave,41.92,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9734675,Laramie Ave & Fullerton Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9526852,Cicero Ave & Wrightwood Ave,41.93,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10092600,Austin Ave & Wrightwood Ave,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10087186,Laramie Ave & Grand Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10001728,Menard Ave & Grand Ave,41.92,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9727541,Cicero Ave & Cortland St - midblock,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10097538,N Narragansett Ave & Grand Ave,41.92,-87.79,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10080796,Cicero Ave & Altgeld St,41.93,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9727313,Austin Ave & Wellington Ave - midblock,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9661313,McVicker Ave & Grand Ave,41.92,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10794523,WestChi,41.92729883333333,-87.78524683333333,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10361598,Public Rack - Lorel Ave & Grand Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10224013,Public Rack - Cicero Ave & Wrightwood Ave,41.93,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10362739,Public Rack - Central Ave & George St,41.93,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10169040,Public Rack - Cicero Ave & Cortland St - midblock,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10485565,Public Rack - Narragansett Ave & Fullerton Ave,41.92,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10740546,Public Rack - Laramie Ave & Grand Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10687313,Public Rack - Laramie Ave & Fullerton Ave,41.92,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10382143,Public Rack - Cicero Ave & Altgeld St,41.93,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10346148,Public Rack - Austin Ave & Wrightwood Ave,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10299600,Public Rack - McVicker Ave & Grand Ave,41.92,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10796115,Public Rack - Menard Ave & Grand Ave,41.92,-87.77,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
10686536,Public Rack - Austin Ave & Wellington Ave - midblock,41.93,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
13107021,Public Rack - Fullerton Ave & Lavergne Ave,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
13103833,Public Rack - Lockwood Ave & Diversey Ave,41.93,-87.76,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
13106683,Public Rack - Fullerton Ave & Narragansett Ave,41.92,-87.79,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
9495247,Public Rack - Laporte Ave & Armitage Ave,41.92,-87.75,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
13725979,Public Rack - N Narragansett Ave & Grand Ave,41.92,-87.78,Illinois,Belmont Cragin,"BELMONT CRAGIN,HERMOSA"
7395246,Meade Ave & Addison St,41.95,-87.78,Illinois,Dunning,DUNNING
7607306,Narragansett Ave & School St,41.94,-87.79,Illinois,Dunning,DUNNING
7423772,Plainfield & Irving Park,41.95,-87.83,Illinois,Dunning,DUNNING
8175465,Roscoe & Harlem,41.94,-87.81,Illinois,Dunning,DUNNING
8043784,Oketo Ave & Addison St,41.94,-87.81,Illinois,Dunning,DUNNING
7928689,Harlem Ave & Grace St,41.95,-87.81,Illinois,Dunning,DUNNING
3182597,Orange & Addison,41.94,-87.82,Illinois,Dunning,DUNNING
3788414,Narragansett & Irving Park,41.95,-87.79,Illinois,Dunning,DUNNING
3774101,Harlem & Irving Park,41.95,-87.81,Illinois,Dunning,DUNNING
3658375,Panama Ave & Grace St,41.95,-87.83,Illinois,Dunning,DUNNING
6464649,Shabbona Park,41.94,-87.8,Illinois,Dunning,DUNNING
10052975,Oleander Ave & Addison St,41.95,-87.82,Illinois,Dunning,DUNNING
9588106,Austin Ave & Roscoe St,41.94,-87.78,Illinois,Dunning,DUNNING
